processo,perda,condenacao,previsto_melhor,previsto_motor_atual
9480781-84.2025.8.07.7471,0,0.00,4625.65,4637.04
5040053-76.2025.8.08.2611,0,0.00,455.77,451.03
5877338-44.2025.8.17.5232,0,0.00,316.46,321.19
3599780-93.2025.8.11.9707,0,0.00,338.51,336.90
1969769-90.2025.8.24.3393,1,19391.87,12298.25,12267.93
7021330-95.2025.8.10.5265,0,0.00,4007.46,3998.80
8301360-05.2025.8.14.6759,0,0.00,1602.07,1606.54
9369353-18.2025.8.27.4172,0,0.00,121.69,117.03
4245122-49.2025.8.24.7418,0,0.00,314.39,337.47
4673449-40.2025.8.16.2816,1,11175.48,5806.10,6023.93
3961574-73.2025.8.12.5495,0,0.00,1552.75,1585.66
1657096-25.2025.8.22.0866,0,0.00,141.06,142.77
5829107-18.2025.8.10.1659,0,0.00,861.21,852.89
8803529-37.2025.8.04.8404,0,0.00,1980.62,1882.95
1747828-01.2025.8.27.3139,0,0.00,134.95,131.19
8549443-09.2025.8.05.1891,1,13973.41,10158.33,10110.20
9050138-87.2025.8.11.1208,0,0.00,88.98,83.97
9293529-17.2025.8.16.1316,1,12004.73,1013.50,962.48
3962310-70.2025.8.24.8743,0,0.00,639.26,635.49
8348295-40.2025.8.03.0693,0,0.00,9396.98,9412.92
6210028-26.2025.8.03.8459,0,0.00,533.58,536.42
5669318-40.2025.8.15.4781,0,0.00,420.69,416.31
7786068-92.2025.8.04.1324,0,0.00,133.76,143.60
1128032-29.2025.8.13.8196,1,6642.12,6284.05,6270.24
4016568-68.2025.8.01.9612,0,0.00,785.61,790.22
8800261-91.2025.8.27.7799,0,0.00,662.97,656.04
4887657-81.2025.8.19.8355,1,11036.46,10719.76,10711.37
2035183-92.2025.8.04.4711,0,0.00,1242.77,1227.28
9517131-93.2025.8.07.4273,0,0.00,214.82,216.01
3716931-04.2025.8.12.6120,0,0.00,330.21,327.56
7735645-18.2025.8.01.6012,0,0.00,1897.50,1905.89
8538949-54.2025.8.17.0455,0,0.00,760.58,751.74
4275320-16.2025.8.08.8838,1,11611.02,4839.77,4952.32
1288224-39.2025.8.26.1186,1,18561.54,2359.65,2364.23
3427833-78.2025.8.26.3380,0,0.00,585.24,569.67
4822474-29.2025.8.10.6321,0,0.00,116.69,117.37
9772593-37.2025.8.24.6596,0,0.00,127.85,124.37
6251494-09.2025.8.15.3329,0,0.00,405.87,408.02
4445914-58.2025.8.05.9238,1,11015.57,10731.05,10731.74
2469645-93.2025.8.11.0334,0,0.00,1841.51,1849.14
1361605-94.2025.8.14.1649,0,0.00,1495.65,1502.16
7258021-18.2025.8.20.8541,1,10280.28,6220.04,6152.16
1731790-04.2025.8.17.8205,0,0.00,913.91,926.42
8346715-63.2025.8.10.3352,0,0.00,241.98,235.06
8229695-58.2025.8.04.0543,0,0.00,1268.77,1280.92
3999575-17.2025.8.15.8132,0,0.00,162.98,164.89
5893943-29.2025.8.10.9630,1,5925.70,2580.92,2589.18
6866105-87.2025.8.21.2109,0,0.00,734.58,715.63
7997866-81.2025.8.08.8715,0,0.00,3124.08,3113.48
9112315-40.2025.8.01.8388,0,0.00,901.17,910.93
8030899-98.2025.8.03.9557,1,11727.55,12986.25,12991.86
8116247-38.2025.8.19.1550,0,0.00,3367.60,3295.30
8345842-21.2025.8.03.0934,0,0.00,4685.22,4604.95
9253872-20.2025.8.03.5414,0,0.00,9734.84,9711.72
7724718-79.2025.8.18.9744,0,0.00,4814.98,4804.38
6345839-12.2025.8.20.3196,1,9946.17,1106.90,1104.38
9425409-71.2025.8.01.8843,0,0.00,87.28,86.95
4919803-77.2025.8.08.1443,1,5273.35,689.13,682.27
6781119-36.2025.8.02.8519,1,16180.04,12137.28,12136.93
7555971-45.2025.8.26.9664,0,0.00,73.99,75.98
4148812-75.2025.8.15.2482,0,0.00,129.42,123.92
7340780-87.2025.8.22.6185,1,4784.18,4012.99,4005.92
1930833-23.2025.8.17.3648,0,0.00,394.03,383.95
7745776-36.2025.8.02.7683,0,0.00,544.28,542.78
3093815-77.2025.8.20.9730,1,12239.14,8985.16,8985.01
7087276-12.2025.8.02.4840,1,13142.98,3413.27,3340.73
3262724-27.2025.8.11.3638,0,0.00,1181.97,1193.47
8709609-52.2025.8.05.5407,1,19830.36,5198.64,5043.69
1752978-26.2025.8.19.5125,1,9255.20,13953.88,13954.45
4587827-24.2025.8.26.3708,0,0.00,233.28,234.46
3823504-30.2025.8.12.4091,1,14631.55,5110.19,5120.87
7406911-03.2025.8.01.4031,0,0.00,581.73,584.95
4659079-44.2025.8.01.5147,0,0.00,427.41,425.82
4594936-86.2025.8.07.5799,0,0.00,971.03,961.64
5711649-93.2025.8.16.4283,1,9385.11,8558.42,8623.98
3442511-94.2025.8.10.7708,1,11104.78,5214.39,5252.29
9541874-09.2025.8.20.0033,1,13646.11,6769.77,6761.27
2028364-11.2025.8.22.1824,1,13379.32,2398.44,2411.02
8308768-50.2025.8.09.9809,0,0.00,2010.50,2003.93
1128464-67.2025.8.21.4995,0,0.00,1793.72,1777.14
6096313-72.2025.8.01.5116,1,11692.37,12999.20,13002.07
7275323-92.2025.8.11.9462,0,0.00,358.28,360.06
7308445-35.2025.8.14.1739,0,0.00,1813.18,1805.45
5644497-96.2025.8.26.6187,1,22074.60,8158.27,8177.28
9781644-71.2025.8.19.1379,0,0.00,496.30,489.25
2521362-98.2025.8.02.9837,0,0.00,1160.15,1156.05
5178751-37.2025.8.01.6698,1,2856.85,3560.20,3571.05
6625785-17.2025.8.11.1400,0,0.00,2031.89,1940.22
1270001-41.2025.8.06.6843,1,8372.10,8245.55,8250.93
9633163-23.2025.8.27.5081,0,0.00,147.49,151.71
5848370-82.2025.8.13.1749,0,0.00,46.18,46.00
9245301-40.2025.8.01.4206,0,0.00,1995.00,2004.84
6914709-74.2025.8.04.7117,0,0.00,627.10,630.40
1965529-25.2025.8.22.9127,0,0.00,5150.44,5237.26
2524913-41.2025.8.08.4279,0,0.00,2059.13,1986.53
6220899-58.2025.8.12.7409,1,2743.99,4923.05,4883.83
8581143-18.2025.8.22.2794,0,0.00,814.24,793.05
5242411-07.2025.8.15.1637,0,0.00,2205.50,2301.64
6123150-66.2025.8.20.7848,0,0.00,687.44,684.73
1774737-00.2025.8.16.3942,0,0.00,1776.13,1765.78
1080187-95.2025.8.07.3324,0,0.00,338.44,329.39
8268815-84.2025.8.17.8197,0,0.00,1890.75,1914.92
4048766-32.2025.8.10.8762,1,13282.37,5888.75,5879.81
7755181-25.2025.8.08.5572,1,8067.39,5967.78,5922.13
7910630-14.2025.8.13.5791,0,0.00,258.25,255.48
9872483-14.2025.8.19.1593,0,0.00,5359.28,5365.17
6257034-50.2025.8.25.9964,0,0.00,1735.59,1742.55
9907837-88.2025.8.16.8484,0,0.00,472.95,446.93
7641224-97.2025.8.03.9744,0,0.00,1269.80,1352.59
1188708-77.2025.8.13.9383,0,0.00,7634.70,7416.98
6116377-42.2025.8.24.8039,0,0.00,161.54,157.22
7906001-98.2025.8.25.8103,0,0.00,120.23,120.86
8307722-08.2025.8.20.1738,1,9561.70,9361.14,9360.74
4534442-47.2025.8.16.7407,0,0.00,1436.25,1532.25
1973930-28.2025.8.01.2433,0,0.00,153.96,153.32
5979023-28.2025.8.21.0725,1,9291.31,11365.07,11398.70
1367884-27.2025.8.04.1799,1,6522.14,6152.38,6144.62
2526942-40.2025.8.19.0692,0,0.00,2211.91,2232.96
6549927-80.2025.8.15.6303,0,0.00,122.79,123.45
9091762-86.2025.8.17.8178,0,0.00,1702.01,1782.24
5335935-18.2025.8.26.3503,0,0.00,688.81,669.06
8069454-53.2025.8.03.4350,0,0.00,3014.56,2897.54
5140407-34.2025.8.16.5106,0,0.00,7660.46,7809.12
7253147-32.2025.8.12.9996,0,0.00,1449.90,1545.44
4967159-99.2025.8.19.6489,0,0.00,203.53,201.98
1883073-87.2025.8.16.0260,0,0.00,194.58,195.69
9228142-78.2025.8.18.0893,0,0.00,2085.45,2090.88
8604387-78.2025.8.14.4779,1,9974.82,1085.07,1090.16
6765596-03.2025.8.07.8456,0,0.00,183.87,178.82
3984208-13.2025.8.08.0090,0,0.00,159.72,160.55
3431386-62.2025.8.16.5185,0,0.00,357.98,355.54
8152339-38.2025.8.20.6494,1,13646.89,13597.91,13610.44
7973930-33.2025.8.20.1513,0,0.00,606.37,599.95
6468656-67.2025.8.03.4738,1,13703.16,12364.66,12373.54
2572753-61.2025.8.04.9410,0,0.00,1070.74,1056.63
8440286-76.2025.8.25.0534,0,0.00,384.13,382.65
2269232-01.2025.8.13.7832,0,0.00,677.82,673.99
5868640-13.2025.8.27.7050,0,0.00,443.07,418.99
3341781-51.2025.8.06.7637,1,13605.47,1005.05,968.74
2884827-10.2025.8.20.9253,0,0.00,909.27,899.97
5872334-39.2025.8.17.5494,0,0.00,204.22,205.63
7235685-62.2025.8.12.4211,0,0.00,101.22,100.12
3039866-54.2025.8.11.4965,0,0.00,399.79,395.54
9569415-19.2025.8.02.2868,0,0.00,359.48,360.47
3142203-51.2025.8.11.4691,0,0.00,213.91,214.92
2549055-79.2025.8.24.0330,0,0.00,660.67,625.76
1276578-32.2025.8.04.3183,1,1431.50,1328.25,1328.33
1244412-72.2025.8.12.2917,0,0.00,136.07,135.32
2750099-41.2025.8.03.8715,1,19298.19,19586.87,19691.13
4578538-66.2025.8.19.3401,0,0.00,837.29,845.94
4851187-66.2025.8.25.9675,0,0.00,712.38,685.97
1234828-98.2025.8.06.4923,0,0.00,1153.54,1166.75
5629025-43.2025.8.18.8906,0,0.00,196.36,201.68
8268653-73.2025.8.12.2637,0,0.00,3662.01,3805.30
4680529-99.2025.8.06.4592,0,0.00,1221.80,1191.36
1589565-14.2025.8.19.3651,1,16863.65,10708.82,10674.71
9421569-34.2025.8.02.5645,1,7604.19,6667.19,6663.45
6717621-26.2025.8.12.0562,1,8171.27,9338.28,9369.44
5242860-06.2025.8.13.0048,0,0.00,388.36,386.70
6586726-94.2025.8.13.1815,1,5099.45,1992.26,2017.31
6271044-68.2025.8.10.3524,0,0.00,262.58,252.30
3607282-80.2025.8.06.2945,0,0.00,73.10,75.16
1802211-79.2025.8.17.5146,0,0.00,559.41,558.84
4765299-65.2025.8.17.7297,0,0.00,188.92,181.85
5841186-41.2025.8.22.1205,1,6564.05,4885.65,4856.78
5952977-93.2025.8.05.3220,1,11890.16,10192.65,10189.26
4436484-25.2025.8.14.0887,0,0.00,1074.28,1079.87
5596123-49.2025.8.18.5709,0,0.00,1646.89,1664.08
8042192-93.2025.8.18.0787,1,9222.43,3278.87,3219.90
8915509-68.2025.8.25.7024,1,7768.95,3552.50,3583.19
4195212-63.2025.8.03.2503,1,3632.55,3399.13,3401.57
4359895-32.2025.8.19.3359,1,9304.72,12823.06,12822.25
8832870-05.2025.8.10.6944,0,0.00,2066.37,2075.88
4908219-00.2025.8.06.7381,1,11141.41,5566.25,5557.93
3148323-15.2025.8.15.3295,0,0.00,697.93,705.65
5770006-36.2025.8.26.6875,0,0.00,877.00,872.88
9986428-70.2025.8.26.9882,0,0.00,606.12,589.99
4484711-16.2025.8.01.1682,0,0.00,438.02,449.83
8515955-26.2025.8.21.8244,0,0.00,2146.20,2155.33
9318687-77.2025.8.17.3684,0,0.00,703.58,701.58
4517475-26.2025.8.27.3692,0,0.00,201.51,212.22
7039808-70.2025.8.17.0694,0,0.00,2388.95,2344.60
3531855-07.2025.8.15.3663,0,0.00,133.61,126.24
2870271-88.2025.8.22.6052,1,8724.45,12568.03,12608.17
3479002-88.2025.8.01.6239,0,0.00,177.21,178.18
9931330-65.2025.8.10.0755,0,0.00,60.71,61.42
9743112-97.2025.8.22.4818,0,0.00,9305.25,9292.90
8776688-82.2025.8.27.1926,0,0.00,169.13,182.10
1484988-78.2025.8.02.1847,0,0.00,352.33,378.62
3550384-11.2025.8.19.1863,1,6704.91,9810.68,9835.33
6145882-09.2025.8.10.9479,1,5702.66,8524.07,8540.34
9161534-65.2025.8.13.0952,1,12622.53,9636.29,9557.90
6714045-05.2025.8.08.2506,0,0.00,2226.04,2201.67
9828081-82.2025.8.22.8518,1,11639.62,5776.81,5687.38
2160344-90.2025.8.19.9497,0,0.00,379.78,378.05
6087468-66.2025.8.20.3382,0,0.00,254.36,255.72
3198690-01.2025.8.19.4961,1,11891.11,2165.85,2186.46
9664275-20.2025.8.19.8758,1,13858.02,9079.65,9092.77
2020618-52.2025.8.10.5302,0,0.00,92.65,93.19
2762957-79.2025.8.02.8282,1,8619.77,7598.44,7598.76
7352693-23.2025.8.20.6203,1,6743.06,4141.01,4109.99
7147468-98.2025.8.02.4257,0,0.00,770.07,749.48
3906076-47.2025.8.20.6696,0,0.00,145.84,149.92
1406881-94.2025.8.16.0529,0,0.00,221.50,222.68
7826259-97.2025.8.04.9357,1,8228.90,10027.89,10026.30
9891258-09.2025.8.27.1794,0,0.00,367.68,368.41
1149707-94.2025.8.07.5511,0,0.00,137.45,141.26
9846344-86.2025.8.25.0944,0,0.00,1210.13,1205.76
1119549-20.2025.8.12.7733,0,0.00,183.23,182.01
7037191-94.2025.8.13.9236,1,11843.88,577.15,574.68
2922489-07.2025.8.11.7826,0,0.00,264.60,265.91
5767495-69.2025.8.13.0207,1,9659.41,6747.79,6744.21
5578868-58.2025.8.15.5360,0,0.00,310.71,314.10
4062538-19.2025.8.27.5004,1,16591.42,6076.95,6095.05
7392942-67.2025.8.11.2665,1,3257.41,2354.75,2350.77
3273970-22.2025.8.18.7829,1,14224.42,7594.97,7711.73
3477850-58.2025.8.11.2682,1,15513.98,4876.40,4908.74
2515528-76.2025.8.17.6343,0,0.00,1211.11,1217.56
2056978-35.2025.8.10.8520,0,0.00,181.73,180.88
7761224-49.2025.8.12.2610,0,0.00,298.51,299.88
4259159-92.2025.8.14.5105,0,0.00,3000.73,3019.39
8757792-80.2025.8.02.9628,0,0.00,3069.00,3099.59
5686649-07.2025.8.18.0702,0,0.00,65.33,65.68
9050882-76.2025.8.10.9029,0,0.00,313.49,314.23
5668296-97.2025.8.24.8421,0,0.00,9609.00,9592.83
3524687-00.2025.8.10.8315,1,7271.27,4671.77,4666.94
7666191-60.2025.8.01.0838,0,0.00,656.10,659.33
2663467-24.2025.8.06.7289,0,0.00,509.11,488.95
8816157-97.2025.8.20.3182,1,6216.71,7304.46,7303.23
4930404-93.2025.8.12.5628,0,0.00,290.21,297.24
1935613-54.2025.8.06.2137,1,9732.08,9262.24,9273.98
8250931-43.2025.8.24.9620,0,0.00,581.08,611.61
8948067-40.2025.8.21.6465,0,0.00,241.98,232.36
6904132-05.2025.8.05.2528,0,0.00,577.74,619.71
4119442-10.2025.8.06.6952,0,0.00,1854.82,1823.26
2204540-01.2025.8.19.9968,0,0.00,617.21,633.44
2430821-96.2025.8.07.6754,1,16416.85,8974.24,9111.07
6848280-84.2025.8.20.2338,0,0.00,1098.23,1126.06
7426894-81.2025.8.19.9116,0,0.00,852.45,856.71
4486325-49.2025.8.10.3968,0,0.00,106.49,106.04
2193464-11.2025.8.07.1766,0,0.00,237.80,244.40
3787076-23.2025.8.07.1734,0,0.00,3893.26,3883.67
1407256-83.2025.8.20.3587,0,0.00,243.19,244.63
1131901-40.2025.8.25.1517,0,0.00,601.17,603.99
8982730-90.2025.8.27.3522,1,4588.09,8316.24,8316.19
6032657-14.2025.8.24.8468,0,0.00,5807.54,5824.37
5358594-49.2025.8.24.2328,0,0.00,167.71,166.96
4616120-30.2025.8.09.8091,0,0.00,3449.96,3425.16
8030466-14.2025.8.24.8435,0,0.00,154.92,153.33
8573563-49.2025.8.09.2634,0,0.00,226.88,228.15
7459603-20.2025.8.04.1166,1,16701.31,12899.48,12891.41
6875424-38.2025.8.16.9265,0,0.00,1561.30,1555.25
5265885-84.2025.8.01.7008,0,0.00,1529.07,1582.03
6837175-23.2025.8.24.0008,0,0.00,3914.86,3920.59
1578738-51.2025.8.21.8829,0,0.00,958.08,949.67
6225186-84.2025.8.12.9944,1,23206.01,10824.93,10738.71
5773766-25.2025.8.02.1149,0,0.00,819.42,816.52
8570370-35.2025.8.13.1458,1,12782.91,427.97,449.77
3589980-30.2025.8.16.1830,0,0.00,332.55,329.13
6085638-19.2025.8.19.1569,0,0.00,430.97,433.13
7745028-65.2025.8.10.3336,0,0.00,315.06,316.90
9711655-00.2025.8.24.2725,0,0.00,89.66,90.67
2136957-91.2025.8.17.0002,1,6004.36,9066.68,9066.31
3281758-75.2025.8.11.0958,0,0.00,105.36,106.49
9780946-43.2025.8.13.5693,1,5333.47,252.63,253.90
2076513-85.2025.8.11.9158,0,0.00,1277.84,1273.92
6399713-70.2025.8.18.7160,1,18667.28,1268.47,1259.64
9694151-03.2025.8.01.8159,0,0.00,126.43,122.94
7884890-13.2025.8.04.6249,0,0.00,990.61,1000.97
8768246-47.2025.8.21.8588,0,0.00,3206.12,3192.47
9561330-13.2025.8.15.3176,0,0.00,13749.29,13650.46
2202330-27.2025.8.08.5224,0,0.00,735.70,732.66
4102267-37.2025.8.01.5475,1,19886.05,3855.45,3688.57
3113941-81.2025.8.09.5163,0,0.00,525.69,528.61
1599836-57.2025.8.11.6330,0,0.00,138.03,138.37
2467592-34.2025.8.20.2356,0,0.00,190.09,188.10
9430121-28.2025.8.20.4543,0,0.00,540.17,542.83
2808144-85.2025.8.03.6897,0,0.00,1239.58,1232.96
2512077-56.2025.8.04.6701,0,0.00,2162.58,2282.25
4274231-39.2025.8.24.0678,0,0.00,157.10,157.54
1481599-04.2025.8.27.7410,0,0.00,5159.55,5308.82
1653424-59.2025.8.15.5263,0,0.00,411.23,409.47
8025479-56.2025.8.02.1979,0,0.00,2431.32,2458.46
3647823-44.2025.8.05.2120,0,0.00,198.04,197.12
5715630-72.2025.8.21.8042,0,0.00,986.17,1011.02
1380600-54.2025.8.18.9481,1,6410.41,8630.47,8629.48
2773282-07.2025.8.26.7302,0,0.00,772.48,764.28
3833709-43.2025.8.25.6201,0,0.00,205.55,199.80
7726513-71.2025.8.04.0537,0,0.00,435.41,433.79
5717923-13.2025.8.16.9556,0,0.00,412.14,395.76
2740760-76.2025.8.21.9417,0,0.00,749.27,752.85
8248575-79.2025.8.04.5510,1,17498.17,11725.94,11501.26
7223772-10.2025.8.14.9002,0,0.00,737.15,710.84
2978493-59.2025.8.19.6101,0,0.00,562.10,564.92
4027446-99.2025.8.02.9922,0,0.00,469.14,444.27
8645586-00.2025.8.25.5420,0,0.00,408.18,412.66
7316727-16.2025.8.20.3956,0,0.00,323.00,310.34
7116762-52.2025.8.08.6523,0,0.00,607.07,604.17
2363695-54.2025.8.13.8084,1,8766.49,5615.14,5628.77
2523878-60.2025.8.10.7242,0,0.00,1143.94,1117.38
6895305-79.2025.8.01.8742,1,16484.55,2024.06,2153.95
7527964-95.2025.8.08.0972,1,6076.74,2590.47,2542.75
5897656-45.2025.8.26.2939,0,0.00,8115.33,8058.66
5366204-74.2025.8.21.6510,0,0.00,5742.85,5674.52
8152443-17.2025.8.22.8200,0,0.00,478.59,453.95
2413549-35.2025.8.22.0161,0,0.00,322.70,321.33
9679884-26.2025.8.05.4312,0,0.00,1513.90,1509.86
9079792-46.2025.8.20.4506,0,0.00,293.49,277.53
9807681-02.2025.8.14.4706,1,8481.20,3508.06,3410.71
1693613-90.2025.8.24.1112,0,0.00,4528.82,4518.18
5942652-48.2025.8.04.1018,0,0.00,1358.62,1365.12
1163054-50.2025.8.10.9197,0,0.00,381.10,383.15
2934752-06.2025.8.09.3558,0,0.00,465.94,468.53
1001907-05.2025.8.12.4957,0,0.00,2105.52,2034.14
6787746-98.2025.8.13.3406,1,7089.19,8384.04,8392.29
6155386-98.2025.8.03.5833,0,0.00,3315.03,3340.70
4031848-24.2025.8.21.6769,1,9556.61,14232.91,14229.20
2423065-96.2025.8.20.2058,0,0.00,688.34,670.96
8061982-13.2025.8.20.3373,0,0.00,469.46,456.71
1584785-83.2025.8.09.9064,0,0.00,821.29,799.53
7353463-11.2025.8.15.2187,0,0.00,598.61,605.13
5408263-99.2025.8.01.8735,0,0.00,524.82,522.96
5122984-75.2025.8.26.7448,0,0.00,169.41,162.59
3039096-51.2025.8.18.0987,1,20261.54,11675.34,11569.32
1138105-17.2025.8.14.9553,0,0.00,301.92,302.62
7330882-86.2025.8.16.3653,0,0.00,132.00,132.70
2130956-60.2025.8.24.9660,0,0.00,86.17,83.82
9597809-59.2025.8.09.9102,0,0.00,611.27,618.73
4124689-59.2025.8.26.1768,1,17513.61,596.59,586.80
7178460-50.2025.8.06.5822,1,9393.61,7820.27,7845.99
8280915-93.2025.8.17.0512,0,0.00,256.61,258.29
5547242-37.2025.8.04.7548,0,0.00,1336.86,1349.66
7116762-79.2025.8.18.6839,0,0.00,131.06,132.55
5968754-39.2025.8.20.7922,0,0.00,88.06,86.87
7387696-30.2025.8.25.7265,1,8073.74,9739.88,9732.92
1771673-95.2025.8.16.7621,0,0.00,110.55,113.61
9547452-08.2025.8.13.0320,0,0.00,1805.07,1797.01
7679141-32.2025.8.22.6627,1,10170.13,5867.72,5670.25
4479074-10.2025.8.27.7749,0,0.00,219.48,221.95
1648404-53.2025.8.16.0585,0,0.00,150.42,148.45
7087296-56.2025.8.06.9921,1,13713.81,10752.12,10755.41
9027116-55.2025.8.26.4689,0,0.00,357.39,361.26
4321716-72.2025.8.25.1067,0,0.00,339.84,343.57
6991310-66.2025.8.16.0220,0,0.00,205.30,203.91
8538353-83.2025.8.10.7016,0,0.00,1075.81,1047.21
2015674-38.2025.8.26.9430,0,0.00,265.10,265.64
7738930-14.2025.8.18.3227,1,19455.76,6383.94,6342.73
9463782-10.2025.8.17.6712,0,0.00,8190.10,8186.69
1772688-77.2025.8.21.5044,0,0.00,2540.53,2532.55
7034023-24.2025.8.03.5326,0,0.00,1588.60,1595.83
8478873-36.2025.8.13.1312,1,7973.39,7011.32,7024.85
4106315-37.2025.8.09.7387,1,12759.01,9999.70,10020.35
8152480-64.2025.8.25.0381,1,11323.30,12308.18,12340.99
4293067-41.2025.8.12.4871,0,0.00,253.88,260.47
3880331-72.2025.8.20.7159,1,14093.38,1856.54,1771.32
8643548-67.2025.8.13.2138,0,0.00,421.85,423.87
9022603-78.2025.8.15.0966,0,0.00,161.12,162.02
7655765-23.2025.8.03.9525,1,17084.88,16338.29,16337.23
1400037-32.2025.8.02.6182,0,0.00,8769.31,8762.93
6538211-61.2025.8.14.5153,0,0.00,638.12,641.45
4927162-13.2025.8.07.0330,0,0.00,310.32,308.96
8033696-50.2025.8.18.4110,0,0.00,446.05,448.65
3280682-02.2025.8.06.2699,0,0.00,710.08,714.37
5671599-98.2025.8.20.7952,0,0.00,272.62,282.86
9857850-68.2025.8.26.3083,0,0.00,1344.47,1277.80
5929300-82.2025.8.09.6958,0,0.00,1094.84,1108.20
3361183-75.2025.8.05.7769,1,10894.68,7262.09,7292.06
6406721-39.2025.8.15.0333,0,0.00,553.60,549.20
4097212-46.2025.8.19.5699,1,7715.19,1969.68,1957.43
7470128-16.2025.8.21.4351,0,0.00,229.23,230.36
9328605-68.2025.8.14.8439,0,0.00,170.65,169.75
2889637-87.2025.8.15.5595,0,0.00,1092.97,1098.56
8023018-65.2025.8.06.2898,0,0.00,572.63,557.40
1811889-37.2025.8.08.5790,0,0.00,571.71,540.60
3524840-88.2025.8.06.8329,1,16380.98,11431.96,11379.99
3213150-41.2025.8.02.9368,0,0.00,189.20,188.75
3439855-04.2025.8.03.3762,1,18652.80,4964.93,4952.78
9395850-21.2025.8.08.1900,1,5311.49,7102.08,7165.18
8970126-68.2025.8.25.9921,0,0.00,371.27,370.02
3892436-53.2025.8.06.1278,1,5370.51,9888.47,9901.69
4215138-65.2025.8.25.8799,0,0.00,89.57,89.21
5721984-45.2025.8.16.9256,0,0.00,467.70,470.07
7126168-86.2025.8.13.8222,0,0.00,283.49,286.46
4391891-00.2025.8.19.1126,0,0.00,652.45,625.69
4523680-10.2025.8.20.8279,0,0.00,134.08,130.38
5127050-22.2025.8.04.0430,1,17214.16,14557.71,14581.30
1628510-64.2025.8.02.0848,1,11234.78,11133.84,11131.56
2756943-36.2025.8.25.8354,0,0.00,409.82,408.50
1280561-83.2025.8.04.0678,0,0.00,1408.78,1403.22
2434475-93.2025.8.14.8467,0,0.00,680.67,697.25
8964710-12.2025.8.10.2883,0,0.00,2429.72,2544.26
4253774-78.2025.8.26.5655,1,20436.59,16503.82,16494.31
7836826-01.2025.8.22.4749,0,0.00,236.72,227.38
7778403-56.2025.8.10.9911,1,5180.79,7016.61,7015.56
3150221-47.2025.8.18.7607,0,0.00,412.99,410.11
7482013-33.2025.8.21.9464,1,13791.50,10454.80,10359.14
4963219-22.2025.8.27.5155,0,0.00,867.60,877.59
3509655-91.2025.8.09.1292,1,10712.09,6972.18,6962.64
5481251-02.2025.8.03.5267,1,7761.75,7221.43,7178.54
7824321-42.2025.8.04.6930,1,9542.23,9926.63,9926.50
6454819-85.2025.8.14.4573,0,0.00,475.30,487.96
8231123-20.2025.8.16.4158,0,0.00,381.57,371.08
6412827-32.2025.8.22.1233,0,0.00,182.99,184.00
1743734-85.2025.8.25.2332,1,7459.04,3057.26,3066.45
8619787-26.2025.8.19.9196,0,0.00,891.54,887.49
4364252-81.2025.8.16.4907,0,0.00,799.26,771.92
8467070-76.2025.8.22.5909,0,0.00,5708.93,5614.41
5628960-39.2025.8.15.6119,0,0.00,260.58,253.55
2708735-01.2025.8.05.7424,0,0.00,355.47,336.69
9768446-34.2025.8.11.9577,1,7135.42,5897.51,5890.93
3721694-67.2025.8.16.7359,0,0.00,1026.34,1014.11
1155079-75.2025.8.21.5377,1,9433.60,10990.46,10969.69
1024685-63.2025.8.21.1497,0,0.00,1300.28,1294.58
5380679-92.2025.8.14.1415,1,5761.03,7768.90,7771.05
1601620-78.2025.8.12.7315,0,0.00,384.80,412.27
7852609-36.2025.8.15.8089,0,0.00,6435.38,6477.46
1222139-19.2025.8.09.8866,0,0.00,229.09,222.92
9976648-65.2025.8.11.1423,0,0.00,92.19,90.95
7759739-67.2025.8.27.7409,0,0.00,170.96,170.60
5798536-26.2025.8.03.0230,0,0.00,2242.25,2155.21
4030545-12.2025.8.07.2860,1,6814.47,1707.50,1670.37
9204870-35.2025.8.24.1306,0,0.00,1355.54,1294.49
4159810-48.2025.8.05.5129,0,0.00,267.41,268.87
7593349-60.2025.8.15.7789,1,12701.92,10566.73,10564.97
8119324-05.2025.8.04.8912,1,15546.68,10049.34,9886.36
5228115-11.2025.8.10.2559,0,0.00,1067.82,1037.24
3768851-74.2025.8.04.5284,0,0.00,1449.13,1520.21
3200235-34.2025.8.15.9341,1,10503.83,8960.42,8937.70
2769458-28.2025.8.14.5767,0,0.00,622.90,625.99
5687312-40.2025.8.26.9811,1,8000.87,8321.98,8421.16
2552363-90.2025.8.06.9543,0,0.00,499.78,473.87
2113760-25.2025.8.15.8458,1,5223.56,2015.74,2021.44
7943927-44.2025.8.09.4273,1,10031.25,877.36,881.79
6801035-55.2025.8.21.2257,0,0.00,504.33,506.63
6641364-84.2025.8.09.8204,0,0.00,169.67,168.73
3874218-82.2025.8.01.7029,0,0.00,3718.44,3831.73
7341881-47.2025.8.03.9107,0,0.00,1279.96,1267.42
1283926-26.2025.8.15.4272,0,0.00,402.90,385.96
9849996-08.2025.8.27.1147,0,0.00,504.90,499.45
2339753-10.2025.8.16.7737,0,0.00,264.76,278.31
2635766-23.2025.8.02.2255,0,0.00,501.90,499.66
6416470-11.2025.8.25.7752,1,8748.33,6457.87,6446.04
8722767-59.2025.8.17.2615,0,0.00,246.05,259.72
2685637-36.2025.8.22.0895,0,0.00,6696.08,6715.24
8465725-12.2025.8.27.5425,0,0.00,725.79,727.26
4769404-52.2025.8.18.6078,0,0.00,956.21,961.14
