processo,uf,golpe,contrato,extrato,comprovante,dossie,demonstrativo,laudo,perda,p_perda_validacao
7093794-65.2025.8.10.5872,MA,1,1,1,1,1,0,1,0,0.048370
8198280-86.2025.8.18.5559,PI,1,1,1,1,1,1,1,0,0.032043
7258703-00.2025.8.24.1639,SC,1,1,1,0,1,1,1,1,0.133213
1828719-02.2025.8.15.1097,PB,0,1,1,1,0,1,0,0,0.015710
2627869-67.2025.8.14.9125,PA,1,1,1,1,0,1,1,0,0.042167
9592534-03.2025.8.16.3514,PR,1,1,1,1,1,1,0,1,0.033164
5319356-15.2025.8.04.7785,AM,1,1,1,1,1,1,0,0,0.098109
8880023-68.2025.8.14.4864,PA,1,1,1,0,1,1,1,0,0.136444
6106267-85.2025.8.21.2276,RS,0,1,1,1,1,0,1,0,0.040031
8917781-59.2025.8.07.5372,DF,0,0,1,0,1,0,1,1,0.720299
5386325-16.2025.8.07.7563,DF,1,1,1,1,1,1,1,0,0.057412
6284142-48.2025.8.07.5289,DF,1,1,1,0,1,0,1,0,0.243881
5779188-81.2025.8.18.2299,PI,1,0,0,1,1,0,0,1,0.958463
3964159-00.2025.8.06.9900,CE,1,1,1,1,1,1,1,0,0.041370
8141110-02.2025.8.10.5844,MA,1,1,1,1,1,1,1,0,0.029568
8867325-74.2025.8.05.0199,BA,0,0,1,1,0,1,1,1,0.285877
5601764-03.2025.8.22.1702,RO,0,1,1,1,0,1,1,0,0.011507
5271076-23.2025.8.08.6864,ES,1,0,0,0,1,1,1,1,0.989205
5774212-74.2025.8.06.2567,CE,0,1,1,1,1,1,0,0,0.015487
9590658-90.2025.8.12.4904,MS,1,0,1,0,0,1,1,1,0.710621
1006161-04.2025.8.08.5650,ES,1,0,1,0,0,1,1,0,0.812544
4351781-07.2025.8.22.3613,RO,1,0,1,1,1,1,1,0,0.443550
2138730-77.2025.8.25.9974,SE,1,1,1,1,0,1,1,0,0.040293
5665174-01.2025.8.20.9083,RN,0,1,1,0,1,1,0,0,0.045434
4559209-55.2025.8.13.7879,MG,1,0,1,0,1,1,0,1,0.797769
5876567-93.2025.8.20.5263,RN,1,1,1,1,0,1,1,0,0.033157
6887378-01.2025.8.09.3317,GO,1,1,1,0,0,1,1,0,0.178772
6572173-69.2025.8.02.0526,AL,0,1,1,0,1,0,1,0,0.099554
4862592-74.2025.8.18.6731,PI,1,1,1,1,1,1,1,0,0.029946
4277346-80.2025.8.21.0810,RS,1,1,0,0,1,1,0,1,0.838356
8575322-08.2025.8.04.9242,AM,1,1,0,1,0,1,1,1,0.638990
3501633-25.2025.8.06.3590,CE,1,0,0,0,1,1,1,1,0.985814
5105359-95.2025.8.12.2394,MS,1,0,1,0,1,1,1,1,0.724699
7124904-73.2025.8.16.6669,PR,0,1,1,0,1,1,0,0,0.046487
6298448-63.2025.8.17.3346,PE,0,1,1,0,1,0,1,0,0.092681
2171566-25.2025.8.01.2706,AC,1,1,0,1,0,1,0,1,0.434889
2348797-72.2025.8.22.5716,RO,1,1,1,1,1,1,1,0,0.034329
8061082-89.2025.8.03.8935,AP,1,1,1,1,1,1,1,0,0.093682
4885272-12.2025.8.27.9251,TO,1,1,0,0,1,1,0,1,0.751137
3457882-37.2025.8.14.2153,PA,1,0,0,0,1,1,0,1,0.984106
3122903-81.2025.8.18.2706,PI,0,1,1,1,0,1,1,0,0.010740
6783661-51.2025.8.03.1277,AP,0,0,1,1,1,1,1,0,0.457873
1778902-59.2025.8.10.3909,MA,1,0,1,1,1,0,1,0,0.533232
6932601-73.2025.8.11.0266,MT,1,1,1,1,1,1,1,0,0.035175
1734141-46.2025.8.24.7573,SC,1,0,0,0,1,0,1,1,0.991244
9288839-34.2025.8.07.2948,DF,0,1,1,0,1,1,1,0,0.065572
7193855-93.2025.8.02.3453,AL,0,1,1,0,1,1,1,0,0.060439
1018720-66.2025.8.03.0441,AP,1,1,0,1,0,1,1,0,0.674592
2283888-11.2025.8.09.3218,GO,1,0,0,1,0,0,1,1,0.980229
5338187-14.2025.8.07.5701,DF,1,1,1,1,1,0,0,0,0.092858
6926127-35.2025.8.05.2214,BA,1,1,1,1,0,1,1,0,0.048501
2198416-22.2025.8.09.8933,GO,1,1,1,0,1,1,1,0,0.184188
4302985-36.2025.8.24.4713,SC,0,1,1,1,1,1,1,0,0.015539
4027328-98.2025.8.10.4606,MA,0,1,1,0,1,0,1,0,0.063758
2674488-38.2025.8.04.2677,AM,1,0,1,0,1,1,1,1,0.885354
3359607-67.2025.8.21.8235,RS,1,0,1,1,1,0,1,1,0.720246
9422475-35.2025.8.20.8151,RN,1,0,0,1,0,0,0,1,0.962196
7754045-23.2025.8.17.9069,PE,1,1,1,0,1,1,1,0,0.149512
5255102-02.2025.8.10.1127,MA,1,1,1,1,0,1,0,0,0.029055
1444645-68.2025.8.08.3070,ES,1,1,1,1,1,0,1,1,0.089790
1741077-16.2025.8.17.6138,PE,0,1,1,1,1,1,1,0,0.017573
6089598-96.2025.8.04.8899,AM,1,0,1,1,1,0,1,1,0.782538
1739707-66.2025.8.08.9011,ES,1,0,1,1,0,0,0,1,0.673645
2829768-01.2025.8.19.5390,RJ,0,1,1,1,1,1,0,0,0.022282
7653954-79.2025.8.17.2803,PE,1,1,1,0,1,1,1,0,0.153569
3834420-35.2025.8.19.2494,RJ,1,1,1,1,1,1,1,0,0.061362
9694863-89.2025.8.15.5630,PB,0,1,1,1,1,1,1,0,0.015838
5120262-22.2025.8.20.4697,RN,0,1,1,1,1,0,1,0,0.023245
3175927-59.2025.8.25.1769,SE,0,1,1,1,1,1,1,0,0.017332
7959310-71.2025.8.14.4036,PA,0,1,1,1,1,1,1,0,0.014789
2928828-25.2025.8.24.1374,SC,1,1,1,1,1,1,1,0,0.041004
6978864-33.2025.8.13.1041,MG,0,1,1,1,0,1,0,0,0.016043
3561972-60.2025.8.20.5539,RN,1,0,0,0,1,0,0,1,0.990699
5737300-01.2025.8.07.9925,DF,1,1,0,0,1,1,1,0,0.798303
1231769-81.2025.8.22.5946,RO,0,1,1,0,1,1,0,0,0.045890
1350769-33.2025.8.15.1221,PB,1,1,1,1,1,1,1,0,0.040105
5248815-50.2025.8.26.0489,SP,0,1,1,1,1,0,1,0,0.027596
2576471-58.2025.8.05.6900,BA,1,1,1,0,1,0,1,1,0.251219
3968762-29.2025.8.11.0765,MT,0,1,1,0,1,0,1,0,0.071365
7233052-52.2025.8.20.3683,RN,1,1,1,0,1,1,0,0,0.115296
5710294-70.2025.8.10.3264,MA,0,1,1,1,1,1,1,0,0.010820
2693290-60.2025.8.16.0169,PR,1,1,1,0,1,0,1,0,0.168777
8730476-11.2025.8.27.9825,TO,1,0,0,0,0,1,1,1,0.981696
7588358-18.2025.8.04.8903,AM,1,1,1,1,1,1,1,0,0.089299
2355540-13.2025.8.17.0597,PE,1,1,0,0,1,1,1,0,0.773648
3112828-57.2025.8.08.7570,ES,0,0,1,1,1,1,1,0,0.315343
4184633-23.2025.8.07.0732,DF,1,1,1,0,1,0,0,0,0.256981
4101776-23.2025.8.25.8954,SE,1,0,0,1,1,0,1,1,0.968888
1263027-76.2025.8.05.2125,BA,0,1,1,0,1,1,0,1,0.065257
3055085-83.2025.8.02.5517,AL,1,1,1,0,1,0,1,0,0.226501
1574215-20.2025.8.18.2886,PI,1,1,1,0,1,0,1,0,0.163174
5533904-97.2025.8.26.6276,SP,1,0,1,0,0,0,1,1,0.860606
1605740-84.2025.8.10.3868,MA,1,1,0,1,1,1,1,0,0.379008
8875756-22.2025.8.19.6435,RJ,1,1,1,0,0,0,1,0,0.269736
9888071-75.2025.8.17.5995,PE,0,1,1,1,0,0,1,0,0.026278
2557073-95.2025.8.25.7254,SE,1,0,1,1,1,1,1,1,0.514060
5889580-60.2025.8.27.9310,TO,1,1,0,1,1,1,1,0,0.426104
3610323-91.2025.8.26.0229,SP,1,1,1,1,0,1,1,0,0.042884
2607814-68.2025.8.19.5830,RJ,0,1,1,1,1,1,1,0,0.021384
9480781-84.2025.8.07.7471,DF,0,0,1,0,1,1,1,0,0.606629
5040053-76.2025.8.08.2611,ES,1,1,1,1,0,1,1,0,0.052369
5877338-44.2025.8.17.5232,PE,0,1,1,1,1,0,1,0,0.028115
3599780-93.2025.8.11.9707,MT,1,1,1,1,1,1,1,0,0.035175
1969769-90.2025.8.24.3393,SC,1,0,1,0,0,1,1,1,0.764078
7021330-95.2025.8.10.5265,MA,1,0,1,1,1,0,1,0,0.521828
8301360-05.2025.8.14.6759,PA,1,0,1,1,1,1,1,0,0.477024
9369353-18.2025.8.27.4172,TO,0,1,1,0,0,1,1,0,0.042984
4245122-49.2025.8.24.7418,SC,0,1,1,0,1,1,0,0,0.055017
4673449-40.2025.8.16.2816,PR,0,0,1,0,1,1,0,1,0.517376
3961574-73.2025.8.12.5495,MS,0,0,1,1,1,1,0,0,0.220942
1657096-25.2025.8.22.0866,RO,0,1,1,1,1,0,1,0,0.020392
5829107-18.2025.8.10.1659,MA,1,1,1,0,0,1,1,0,0.098047
8803529-37.2025.8.04.8404,AM,1,1,1,1,0,0,1,0,0.130790
1747828-01.2025.8.27.3139,TO,0,1,1,1,0,0,1,0,0.020812
8549443-09.2025.8.05.1891,BA,1,0,1,0,0,0,1,1,0.877935
9050138-87.2025.8.11.1208,MT,0,1,1,1,0,1,1,0,0.012081
9293529-17.2025.8.16.1316,PR,1,1,1,0,0,1,1,1,0.105138
3962310-70.2025.8.24.8743,SC,1,1,1,1,1,1,1,0,0.041257
8348295-40.2025.8.03.0693,AP,1,1,0,1,1,1,1,0,0.678127
6210028-26.2025.8.03.8459,AP,0,1,1,1,1,1,1,0,0.037010
5669318-40.2025.8.15.4781,PB,1,1,1,1,0,1,1,0,0.038350
7786068-92.2025.8.04.1324,AM,0,1,1,1,1,1,0,0,0.038031
1128032-29.2025.8.13.8196,MG,0,1,0,0,1,1,1,1,0.545353
4016568-68.2025.8.01.9612,AC,0,1,1,0,1,0,1,0,0.080775
8800261-91.2025.8.27.7799,TO,1,1,1,1,0,0,1,0,0.057896
4887657-81.2025.8.19.8355,RJ,0,0,0,0,0,1,1,1,0.971895
2035183-92.2025.8.04.4711,AM,1,1,1,1,0,1,0,0,0.087576
9517131-93.2025.8.07.4273,DF,0,1,1,1,1,1,1,0,0.019114
3716931-04.2025.8.12.6120,MS,1,1,1,1,1,1,1,0,0.034311
7735645-18.2025.8.01.6012,AC,0,0,1,1,1,1,1,0,0.229762
8538949-54.2025.8.17.0455,PE,1,1,1,1,0,0,0,0,0.074127
4275320-16.2025.8.08.8838,ES,1,0,1,1,1,1,0,1,0.561664
1288224-39.2025.8.26.1186,SP,1,1,1,0,1,1,0,1,0.142583
3427833-78.2025.8.26.3380,SP,1,1,1,1,0,0,1,0,0.068779
4822474-29.2025.8.10.6321,MA,0,1,1,1,1,1,1,0,0.010703
9772593-37.2025.8.24.6596,SC,0,1,1,1,0,1,1,0,0.015027
6251494-09.2025.8.15.3329,PB,0,1,1,0,1,1,1,0,0.050020
4445914-58.2025.8.05.9238,BA,1,0,0,0,1,1,1,1,0.988390
2469645-93.2025.8.11.0334,MT,0,1,0,1,1,0,1,0,0.306761
1361605-94.2025.8.14.1649,PA,1,1,1,0,1,0,1,0,0.206707
7258021-18.2025.8.20.8541,RN,1,1,0,0,0,1,1,1,0.721181
1731790-04.2025.8.17.8205,PE,1,1,1,1,1,1,1,0,0.047009
8346715-63.2025.8.10.3352,MA,1,1,1,1,0,1,1,0,0.027713
8229695-58.2025.8.04.0543,AM,1,1,1,1,1,0,1,0,0.138895
3999575-17.2025.8.15.8132,PB,0,1,1,1,1,1,1,0,0.016072
5893943-29.2025.8.10.9630,MA,1,0,1,1,1,1,1,1,0.399282
6866105-87.2025.8.21.2109,RS,1,1,1,1,0,0,1,0,0.102932
7997866-81.2025.8.08.8715,ES,1,1,1,0,1,0,1,0,0.250031
9112315-40.2025.8.01.8388,AC,1,1,1,1,1,0,1,0,0.063004
8030899-98.2025.8.03.9557,AP,1,0,1,0,1,0,1,1,0.932124
8116247-38.2025.8.19.1550,RJ,1,1,1,0,0,0,1,0,0.270006
8345842-21.2025.8.03.0934,AP,1,1,1,0,0,0,1,0,0.376555
9253872-20.2025.8.03.5414,AP,0,0,1,1,1,1,1,0,0.449063
7724718-79.2025.8.18.9744,PI,1,1,0,1,1,1,1,0,0.378181
6345839-12.2025.8.20.3196,RN,1,1,1,0,1,1,1,1,0.110006
9425409-71.2025.8.01.8843,AC,0,1,1,1,1,1,1,0,0.013773
4919803-77.2025.8.08.1443,ES,0,1,1,0,0,1,1,1,0.066987
6781119-36.2025.8.02.8519,AL,1,0,0,1,1,0,1,1,0.970747
7555971-45.2025.8.26.9664,SP,0,1,1,1,1,1,0,0,0.017011
4148812-75.2025.8.15.2482,PB,0,1,1,1,0,1,1,0,0.014521
7340780-87.2025.8.22.6185,RO,1,0,0,1,0,1,1,1,0.937126
1930833-23.2025.8.17.3648,PE,1,1,1,1,0,1,1,0,0.046645
7745776-36.2025.8.02.7683,AL,1,1,1,1,1,1,1,0,0.043954
3093815-77.2025.8.20.9730,RN,1,0,0,0,1,0,1,1,0.989934
7087276-12.2025.8.02.4840,AL,1,1,1,0,0,0,1,1,0.219104
3262724-27.2025.8.11.3638,MT,1,1,1,0,1,1,1,0,0.116344
8709609-52.2025.8.05.5407,BA,1,1,1,0,0,0,1,1,0.249378
1752978-26.2025.8.19.5125,RJ,1,0,0,0,1,0,1,1,0.994042
4587827-24.2025.8.26.3708,SP,0,1,1,1,1,0,1,0,0.027485
3823504-30.2025.8.12.4091,MS,0,1,0,0,1,0,1,1,0.610808
7406911-03.2025.8.01.4031,AC,0,1,1,0,1,1,1,0,0.047238
4659079-44.2025.8.01.5147,AC,1,1,1,1,1,0,1,0,0.060799
4594936-86.2025.8.07.5799,DF,0,1,1,0,0,1,1,0,0.066483
5711649-93.2025.8.16.4283,PR,1,0,1,0,1,1,0,1,0.730787
3442511-94.2025.8.10.7708,MA,0,0,1,0,1,1,1,1,0.449904
9541874-09.2025.8.20.0033,RN,1,0,1,1,1,1,1,1,0.427889
2028364-11.2025.8.22.1824,RO,1,1,1,0,1,0,1,1,0.183757
8308768-50.2025.8.09.9809,GO,1,1,1,0,1,1,1,0,0.186497
1128464-67.2025.8.21.4995,RS,0,1,1,0,0,0,1,0,0.128685
6096313-72.2025.8.01.5116,AC,1,0,0,0,1,1,1,1,0.983711
7275323-92.2025.8.11.9462,MT,1,1,1,1,1,1,1,0,0.033271
7308445-35.2025.8.14.1739,PA,1,1,1,0,1,1,1,0,0.134915
5644497-96.2025.8.26.6187,SP,0,0,1,0,1,1,1,1,0.565882
9781644-71.2025.8.19.1379,RJ,0,1,1,0,0,1,0,0,0.069829
2521362-98.2025.8.02.9837,AL,1,1,1,1,1,0,1,0,0.072765
5178751-37.2025.8.01.6698,AC,1,0,1,0,1,1,1,1,0.754756
6625785-17.2025.8.11.1400,MT,0,1,0,1,0,1,1,0,0.193525
1270001-41.2025.8.06.6843,CE,1,1,0,0,1,1,0,1,0.760739
9633163-23.2025.8.27.5081,TO,0,1,1,1,0,1,0,0,0.014545
5848370-82.2025.8.13.1749,MG,0,1,1,1,1,1,1,0,0.016664
9245301-40.2025.8.01.4206,AC,1,1,1,0,1,1,1,0,0.121451
6914709-74.2025.8.04.7117,AM,0,1,1,1,1,1,1,0,0.033895
1965529-25.2025.8.22.9127,RO,1,0,1,1,0,0,0,0,0.576456
2524913-41.2025.8.08.4279,ES,1,1,1,0,0,1,1,0,0.170122
6220899-58.2025.8.12.7409,MS,1,0,1,0,0,1,1,1,0.723009
8581143-18.2025.8.22.2794,RO,1,1,1,1,0,0,1,0,0.056982
5242411-07.2025.8.15.1637,PB,1,1,1,0,1,0,0,0,0.222061
6123150-66.2025.8.20.7848,RN,1,1,1,1,1,0,1,0,0.061854
1774737-00.2025.8.16.3942,PR,1,1,1,0,1,1,1,0,0.112419
1080187-95.2025.8.07.3324,DF,1,1,1,1,0,1,1,0,0.048459
8268815-84.2025.8.17.8197,PE,1,1,1,0,1,1,1,0,0.148340
4048766-32.2025.8.10.8762,MA,1,0,1,0,1,1,1,1,0.690424
7755181-25.2025.8.08.5572,ES,1,0,1,0,0,1,1,1,0.816106
7910630-14.2025.8.13.5791,MG,0,1,1,1,0,1,1,0,0.016088
9872483-14.2025.8.19.1593,RJ,1,0,1,1,1,1,0,0,0.586945
6257034-50.2025.8.25.9964,SE,1,1,1,0,1,0,1,0,0.229661
9907837-88.2025.8.16.8484,PR,1,1,1,1,0,1,1,0,0.032202
7641224-97.2025.8.03.9744,AP,1,1,1,1,1,0,0,0,0.160598
1188708-77.2025.8.13.9383,MG,1,0,1,1,0,1,1,0,0.498897
6116377-42.2025.8.24.8039,SC,1,1,1,1,0,1,1,0,0.039616
7906001-98.2025.8.25.8103,SE,0,1,1,1,1,1,1,0,0.015811
8307722-08.2025.8.20.1738,RN,1,0,0,0,1,1,1,1,0.983072
4534442-47.2025.8.16.7407,PR,1,1,1,0,1,1,0,0,0.120640
1973930-28.2025.8.01.2433,AC,1,1,1,1,1,1,1,0,0.037414
5979023-28.2025.8.21.0725,RS,0,0,0,1,1,0,0,1,0.948598
1367884-27.2025.8.04.1799,AM,0,0,1,0,1,1,1,1,0.732221
2526942-40.2025.8.19.0692,RJ,1,1,1,0,1,1,1,0,0.179974
6549927-80.2025.8.15.6303,PB,0,1,1,1,1,1,1,0,0.014327
9091762-86.2025.8.17.8178,PE,1,1,1,0,1,1,0,0,0.161028
5335935-18.2025.8.26.3503,SP,1,1,1,1,0,1,1,0,0.044786
8069454-53.2025.8.03.4350,AP,1,1,1,0,0,1,1,0,0.289450
5140407-34.2025.8.16.5106,PR,1,0,1,0,1,1,0,0,0.748112
7253147-32.2025.8.12.9996,MS,1,1,1,0,1,1,0,0,0.117526
4967159-99.2025.8.19.6489,RJ,1,1,1,1,1,1,1,0,0.061362
1883073-87.2025.8.16.0260,PR,0,1,1,1,1,0,1,0,0.019708
9228142-78.2025.8.18.0893,PI,1,1,1,0,1,0,0,0,0.160829
8604387-78.2025.8.14.4779,PA,1,1,1,0,1,1,1,1,0.131647
6765596-03.2025.8.07.8456,DF,0,1,1,1,0,1,1,0,0.018487
3984208-13.2025.8.08.0090,ES,0,1,1,1,1,1,1,0,0.019745
3431386-62.2025.8.16.5185,PR,1,1,1,1,1,1,1,0,0.035308
8152339-38.2025.8.20.6494,RN,1,1,0,0,1,0,1,1,0.826468
7973930-33.2025.8.20.1513,RN,1,1,1,1,0,1,1,0,0.036250
6468656-67.2025.8.03.4738,AP,1,1,0,0,1,1,1,1,0.886439
2572753-61.2025.8.04.9410,AM,1,0,1,1,0,0,1,0,0.764908
8440286-76.2025.8.25.0534,SE,1,1,1,1,1,1,1,0,0.041360
2269232-01.2025.8.13.7832,MG,1,1,1,0,1,1,1,0,0.143045
5868640-13.2025.8.27.7050,TO,1,1,1,1,0,1,1,0,0.032901
3341781-51.2025.8.06.7637,CE,0,1,1,0,0,0,1,1,0.080891
2884827-10.2025.8.20.9253,RN,1,1,1,1,0,0,1,0,0.060722
5872334-39.2025.8.17.5494,PE,0,1,1,1,1,1,1,0,0.018000
7235685-62.2025.8.12.4211,MS,0,1,1,1,0,1,1,0,0.012243
3039866-54.2025.8.11.4965,MT,1,1,1,1,0,1,1,0,0.032756
9569415-19.2025.8.02.2868,AL,0,1,1,1,1,0,0,0,0.029536
3142203-51.2025.8.11.4691,MT,1,1,1,1,1,1,1,0,0.033206
2549055-79.2025.8.24.0330,SC,1,1,1,1,0,0,1,0,0.063595
1276578-32.2025.8.04.3183,AM,0,0,0,0,1,0,1,1,0.989612
1244412-72.2025.8.12.2917,MS,1,1,1,1,1,1,1,0,0.035220
2750099-41.2025.8.03.8715,AP,1,0,1,0,1,1,0,1,0.907817
4578538-66.2025.8.19.3401,RJ,1,1,1,1,1,1,1,0,0.058518
4851187-66.2025.8.25.9675,SE,0,1,1,0,0,1,1,0,0.055580
1234828-98.2025.8.06.4923,CE,1,1,1,0,1,1,1,0,0.130043
5629025-43.2025.8.18.8906,PI,1,1,1,1,1,1,0,0,0.030119
8268653-73.2025.8.12.2637,MS,0,1,0,0,1,1,0,0,0.489019
4680529-99.2025.8.06.4592,CE,1,1,1,0,0,1,1,0,0.131725
1589565-14.2025.8.19.3651,RJ,1,0,1,0,0,0,1,1,0.889989
9421569-34.2025.8.02.5645,AL,1,0,0,0,0,1,1,1,0.985218
6717621-26.2025.8.12.0562,MS,1,1,0,0,1,1,1,1,0.704919
5242860-06.2025.8.13.0048,MG,1,1,1,1,1,1,1,0,0.045040
6586726-94.2025.8.13.1815,MG,0,1,0,0,0,1,0,1,0.555881
6271044-68.2025.8.10.3524,MA,1,1,1,1,0,0,1,0,0.046351
3607282-80.2025.8.06.2945,CE,0,1,1,1,1,1,0,0,0.016698
1802211-79.2025.8.17.5146,PE,0,1,1,0,1,1,1,0,0.061199
4765299-65.2025.8.17.7297,PE,0,1,1,1,0,1,1,0,0.016955
5841186-41.2025.8.22.1205,RO,1,0,1,1,0,1,1,1,0.439567
5952977-93.2025.8.05.3220,BA,1,0,0,0,0,1,1,1,0.987624
4436484-25.2025.8.14.0887,PA,1,1,1,1,1,0,1,0,0.066375
5596123-49.2025.8.18.5709,PI,1,1,1,0,1,1,1,0,0.104656
8042192-93.2025.8.18.0787,PI,1,1,0,1,0,1,1,1,0.372197
8915509-68.2025.8.25.7024,SE,0,1,0,1,1,0,1,1,0.367016
4195212-63.2025.8.03.2503,AP,1,1,0,0,1,1,1,1,0.886439
4359895-32.2025.8.19.3359,RJ,1,0,0,1,1,0,1,1,0.978491
8832870-05.2025.8.10.6944,MA,1,1,1,0,1,0,1,0,0.159577
4908219-00.2025.8.06.7381,CE,1,1,0,1,1,0,1,1,0.592651
3148323-15.2025.8.15.3295,PB,1,1,1,1,1,0,1,0,0.071934
5770006-36.2025.8.26.6875,SP,1,1,1,0,1,1,1,0,0.138533
9986428-70.2025.8.26.9882,SP,1,1,1,1,0,0,1,0,0.068779
4484711-16.2025.8.01.1682,AC,1,1,1,1,1,1,0,0,0.038831
8515955-26.2025.8.21.8244,RS,1,1,1,0,1,1,1,0,0.191620
9318687-77.2025.8.17.3684,PE,1,1,1,1,1,1,1,0,0.047218
4517475-26.2025.8.27.3692,TO,1,1,1,1,1,1,0,0,0.036642
7039808-70.2025.8.17.0694,PE,1,0,1,1,0,1,1,0,0.508469
3531855-07.2025.8.15.3663,PB,0,1,1,1,0,1,1,0,0.015009
2870271-88.2025.8.22.6052,RO,1,0,0,1,1,1,0,1,0.941777
3479002-88.2025.8.01.6239,AC,0,1,1,1,1,1,1,0,0.014402
9931330-65.2025.8.10.0755,MA,0,1,1,1,1,1,1,0,0.010598
9743112-97.2025.8.22.4818,RO,1,1,0,0,1,1,1,0,0.710083
8776688-82.2025.8.27.1926,TO,0,1,1,1,1,1,0,0,0.014371
1484988-78.2025.8.02.1847,AL,0,1,1,0,1,1,0,0,0.059001
3550384-11.2025.8.19.1863,RJ,0,0,0,1,1,1,0,1,0.912979
6145882-09.2025.8.10.9479,MA,1,0,1,0,1,1,1,1,0.698342
9161534-65.2025.8.13.0952,MG,1,0,1,0,0,0,1,1,0.854323
6714045-05.2025.8.08.2506,ES,0,0,1,1,0,1,0,0,0.304286
9828081-82.2025.8.22.8518,RO,1,0,1,1,0,1,1,1,0.442955
2160344-90.2025.8.19.9497,RJ,1,1,1,1,1,1,1,0,0.059289
6087468-66.2025.8.20.3382,RN,1,1,1,1,1,1,1,0,0.034183
3198690-01.2025.8.19.4961,RJ,1,1,1,0,1,1,1,1,0.179974
9664275-20.2025.8.19.8758,RJ,1,0,1,0,1,0,1,1,0.887851
2020618-52.2025.8.10.5302,MA,0,1,1,1,1,1,1,0,0.010703
2762957-79.2025.8.02.8282,AL,1,0,0,0,1,0,1,1,0.992617
7352693-23.2025.8.20.6203,RN,1,0,1,0,0,1,1,1,0.724924
7147468-98.2025.8.02.4257,AL,1,1,1,1,0,1,1,0,0.044578
3906076-47.2025.8.20.6696,RN,0,1,1,1,1,1,0,0,0.013208
1406881-94.2025.8.16.0529,PR,1,1,1,1,1,1,1,0,0.031583
7826259-97.2025.8.04.9357,AM,1,0,0,0,0,0,1,1,0.995956
9891258-09.2025.8.27.1794,TO,1,1,1,1,1,1,0,0,0.034968
1149707-94.2025.8.07.5511,DF,0,1,1,1,1,1,0,0,0.019536
9846344-86.2025.8.25.0944,SE,1,1,1,0,1,1,1,0,0.144643
1119549-20.2025.8.12.7733,MS,0,1,1,1,1,0,1,0,0.021254
7037191-94.2025.8.13.9236,MG,1,1,1,1,1,1,1,1,0.045040
2922489-07.2025.8.11.7826,MT,1,1,1,1,1,1,1,0,0.033271
5767495-69.2025.8.13.0207,MG,1,0,0,1,0,1,1,1,0.952114
5578868-58.2025.8.15.5360,PB,1,1,1,1,1,1,1,0,0.044400
4062538-19.2025.8.27.5004,TO,1,1,0,1,1,1,1,1,0.426177
7392942-67.2025.8.11.2665,MT,0,1,0,0,1,1,1,1,0.484059
3273970-22.2025.8.18.7829,PI,1,0,1,0,1,1,0,1,0.724981
3477850-58.2025.8.11.2682,MT,1,1,0,1,1,1,1,1,0.422529
2515528-76.2025.8.17.6343,PE,1,1,1,1,1,0,1,0,0.076989
2056978-35.2025.8.10.8520,MA,0,1,1,1,1,0,1,0,0.017870
7761224-49.2025.8.12.2610,MS,0,1,1,0,1,1,1,0,0.043473
4259159-92.2025.8.14.5105,PA,1,0,1,1,1,1,1,0,0.461426
8757792-80.2025.8.02.9628,AL,0,0,1,1,1,1,1,0,0.274261
5686649-07.2025.8.18.0702,PI,0,1,1,1,1,1,1,0,0.011108
9050882-76.2025.8.10.9029,MA,1,1,1,1,1,1,0,0,0.029514
5668296-97.2025.8.24.8421,SC,1,0,1,1,1,0,1,0,0.612028
3524687-00.2025.8.10.8315,MA,1,1,0,0,1,1,1,1,0.676820
7666191-60.2025.8.01.0838,AC,1,1,1,0,1,1,1,0,0.121451
2663467-24.2025.8.06.7289,CE,1,1,1,1,0,1,1,0,0.039948
8816157-97.2025.8.20.3182,RN,1,0,0,1,1,1,1,1,0.943763
4930404-93.2025.8.12.5628,MS,1,1,1,0,1,1,0,0,0.111626
1935613-54.2025.8.06.2137,CE,1,0,1,0,1,1,1,1,0.776412
8250931-43.2025.8.24.9620,SC,0,1,1,0,1,1,0,0,0.053481
8948067-40.2025.8.21.6465,RS,0,1,1,1,0,1,1,0,0.023616
6904132-05.2025.8.05.2528,BA,1,1,1,1,1,1,0,0,0.059876
4119442-10.2025.8.06.6952,CE,0,0,1,1,0,0,1,0,0.370716
2204540-01.2025.8.19.9968,RJ,1,1,1,1,1,1,0,0,0.058275
2430821-96.2025.8.07.6754,DF,0,0,1,0,1,0,0,1,0.739892
6848280-84.2025.8.20.2338,RN,1,1,1,0,0,1,0,0,0.113054
7426894-81.2025.8.19.9116,RJ,1,1,1,1,1,1,1,0,0.057065
4486325-49.2025.8.10.3968,MA,1,1,1,1,1,1,1,0,0.028409
2193464-11.2025.8.07.1766,DF,0,1,1,1,1,1,0,0,0.019536
3787076-23.2025.8.07.1734,DF,1,1,1,0,1,0,1,0,0.246444
1407256-83.2025.8.20.3587,RN,0,1,1,1,1,0,1,0,0.021392
1131901-40.2025.8.25.1517,SE,1,1,1,1,1,0,1,0,0.076044
8982730-90.2025.8.27.3522,TO,1,0,0,0,1,0,1,1,0.990470
6032657-14.2025.8.24.8468,SC,1,0,1,1,1,1,1,0,0.476067
5358594-49.2025.8.24.2328,SC,0,1,1,1,1,1,1,0,0.015130
4616120-30.2025.8.09.8091,GO,0,1,0,1,0,1,1,0,0.310222
8030466-14.2025.8.24.8435,SC,0,1,1,1,0,1,1,0,0.014500
